model,reportId,n_documents,spearman,kendall,accuracy,pair_correct,pair_total,spearman_comprehensiveness,kendall_comprehensiveness,accuracy_comprehensiveness,spearman_insight,kendall_insight,accuracy_insight,spearman_instruction_following,kendall_instruction_following,accuracy_instruction_following,spearman_readability,kendall_readability,accuracy_readability
criterion_only_all,1,16,0.59411765,0.41666667,0.70833333,85,120,0.40000000,0.26666667,0.63333333,0.68235294,0.55000000,0.77500000,0.04896336,0.01725164,0.47500000,0.56470588,0.36666667,0.68333333
criterion_only_all,2,16,0.62058824,0.43333333,0.71666667,86,120,0.72941176,0.60000000,0.80000000,0.54411765,0.41666667,0.70833333,0.46017899,0.29538232,0.63333333,0.71764706,0.61666667,0.80833333
criterion_only_all,3,16,0.53823529,0.38333333,0.69166667,83,120,0.06328184,0.04184137,0.51666667,0.70198695,0.54393782,0.76666667,0.16211612,0.13940301,0.33333333,0.64017677,0.46025507,0.72500000
criterion_only_all,4,16,0.61176471,0.46666667,0.73333333,88,120,0.52058824,0.38333333,0.69166667,0.81236225,0.66109365,0.82500000,0.60178217,0.48625900,0.63333333,0.52577377,0.36976095,0.67500000
criterion_only_all,5,16,0.11764706,0.00000000,0.50000000,60,120,0.08977192,0.04184137,0.51666667,0.08030239,0.03481553,0.47500000,0.46508634,0.37232577,0.64166667,0.22352941,0.16666667,0.58333333
criterion_only_all,6,16,0.63529412,0.43333333,0.71666667,86,120,0.42352941,0.35000000,0.67500000,0.55000000,0.41666667,0.70833333,-0.19703617,-0.15759377,0.12500000,0.62352941,0.50000000,0.75000000
criterion_only_all,7,16,0.67647059,0.45000000,0.72500000,87,120,0.55228337,0.42018290,0.70000000,0.49856300,0.34815531,0.62500000,0.71231359,0.52295779,0.65000000,0.66666685,0.47699162,0.73333333
criterion_only_all,16,16,0.58529412,0.43333333,0.71666667,86,120,0.60044166,0.46025507,0.72500000,0.54639235,0.36976095,0.67500000,-0.15488712,-0.09517337,0.34166667,0.50588235,0.38333333,0.69166667
criterion_only_all,17,16,0.89705882,0.75000000,0.87500000,105,120,0.70553986,0.59330557,0.77500000,0.80008912,0.60927180,0.75000000,0.72915626,0.52549922,0.74166667,0.81972060,0.64435710,0.81666667
criterion_only_all,18,16,0.38529412,0.30000000,0.65000000,78,120,0.30463584,0.20920685,0.60000000,0.45294118,0.33333333,0.66666667,0.10324529,0.07595545,0.52500000,0.55040486,0.35983579,0.67500000
prompt_only_rubric,1,16,0.48235294,0.35000000,0.67500000,81,120,0.45000000,0.31666667,0.65833333,0.41470588,0.25000000,0.62500000,0.12463402,0.06900656,0.50000000,0.74411765,0.51666667,0.75833333
prompt_only_rubric,2,16,0.65000000,0.50000000,0.75000000,90,120,0.57058824,0.41666667,0.70833333,0.53235294,0.41666667,0.70833333,0.33628465,0.26162434,0.61666667,0.83235294,0.66666667,0.83333333
prompt_only_rubric,3,16,0.02058824,-0.03333333,0.48333333,58,120,-0.02060339,-0.00836827,0.49166667,0.12656368,0.09205101,0.54166667,-0.00888913,0.05129892,0.50000000,0.52097144,0.41004543,0.70000000
prompt_only_rubric,4,16,-0.05294118,-0.05000000,0.47500000,57,120,-0.12647059,-0.08333333,0.45833333,,,0.00833333,0.12281269,0.17431926,0.49166667,0.56848368,0.47060485,0.72500000
prompt_only_rubric,5,16,0.13823529,0.08333333,0.54166667,65,120,0.49595304,0.32636269,0.65833333,-0.22901052,-0.20889319,0.35833333,-0.17699192,-0.10971343,0.43333333,0.05294118,0.03333333,0.51666667
prompt_only_rubric,6,16,0.12647059,0.03333333,0.51666667,62,120,0.36764706,0.26666667,0.63333333,0.01470588,0.05000000,0.52500000,0.26716049,0.18646746,0.57500000,0.48235294,0.41666667,0.70833333
prompt_only_rubric,7,16,0.72058824,0.55000000,0.77500000,93,120,0.41384434,0.31933901,0.65000000,0.35824886,0.27852425,0.59166667,0.48818043,0.33946383,0.56666667,0.55629154,0.42678198,0.70833333
prompt_only_rubric,16,16,0.35882353,0.25000000,0.62500000,75,120,0.33259759,0.19247030,0.59166667,0.04712818,0.05042195,0.51666667,0.34539828,0.24745077,0.49166667,0.05882353,0.05000000,0.52500000
prompt_only_rubric,17,16,0.72647059,0.55000000,0.77500000,93,120,0.18155105,0.16951588,0.56666667,0.69858528,0.53964073,0.71666667,0.46347179,0.32208016,0.64166667,0.75643876,0.56067436,0.77500000
prompt_only_rubric,18,16,0.55882353,0.43333333,0.71666667,86,120,0.81972060,0.66109365,0.82500000,0.24705882,0.16666667,0.58333333,0.75811539,0.56544615,0.76666667,0.89624748,0.74477639,0.86666667
prompt_only_all,1,16,0.62058824,0.45000000,0.72500000,87,120,0.25294118,0.13333333,0.56666667,0.69411765,0.56666667,0.78333333,0.00445121,-0.01725164,0.45833333,0.61470588,0.38333333,0.69166667
prompt_only_all,2,16,0.56176471,0.38333333,0.69166667,83,120,0.61368670,0.46025507,0.72500000,0.58235294,0.46666667,0.73333333,0.33923451,0.21098737,0.59166667,0.79411765,0.65000000,0.82500000
prompt_only_all,3,16,0.22647059,0.13333333,0.56666667,68,120,-0.05298015,-0.04184137,0.47500000,0.56659324,0.44351853,0.71666667,-0.05189144,-0.04292834,0.45000000,0.64753513,0.52720127,0.75833333
prompt_only_all,4,16,0.55882353,0.38333333,0.69166667,83,120,0.37352941,0.23333333,0.61666667,,,0.00833333,0.46088659,0.34088716,0.57500000,0.52577377,0.35295364,0.66666667
prompt_only_all,5,16,0.00294118,0.01666667,0.50833333,61,120,0.18248717,0.14226066,0.56666667,0.04015120,0.01740777,0.46666667,,,0.02500000,0.12647059,0.06666667,0.53333333
prompt_only_all,6,16,0.57058824,0.38333333,0.69166667,83,120,0.29705882,0.21666667,0.60833333,0.53823529,0.40000000,0.70000000,-0.18404478,-0.15759377,0.12500000,0.70588235,0.58333333,0.79166667
prompt_only_all,7,16,0.59705882,0.38333333,0.69166667,83,120,0.43593567,0.33614632,0.65833333,0.42094241,0.31333978,0.60833333,0.50660234,0.37616262,0.58333333,0.67402520,0.49372817,0.74166667
prompt_only_all,16,16,0.54705882,0.38333333,0.69166667,83,120,0.40029444,0.34309924,0.66666667,0.48453661,0.31933901,0.65000000,-0.22148858,-0.17131207,0.30833333,0.44411765,0.35000000,0.67500000
prompt_only_all,17,16,0.91764706,0.78333333,0.89166667,107,120,0.52989291,0.37293493,0.66666667,0.77322046,0.57445626,0.73333333,0.67897141,0.47464445,0.71666667,0.86387073,0.71130330,0.85000000
prompt_only_all,18,16,0.37058824,0.26666667,0.63333333,76,120,0.40618113,0.27615304,0.63333333,0.45000000,0.33333333,0.66666667,0.32153532,0.26162434,0.61666667,0.61074336,0.44351853,0.71666667
generic_dimension_rubric,1,16,0.42058824,0.26666667,0.63333333,76,120,-0.25294118,-0.16666667,0.41666667,0.48529412,0.35000000,0.67500000,0.09941047,0.05175492,0.49166667,0.38235294,0.28333333,0.64166667
generic_dimension_rubric,2,16,-0.00294118,0.06666667,0.53333333,64,120,-0.24411765,-0.21666667,0.39166667,0.16764706,0.13333333,0.56666667,0.35988357,0.24474535,0.60833333,0.61764706,0.45000000,0.72500000
generic_dimension_rubric,3,16,0.42941176,0.28333333,0.64166667,77,120,-0.32376756,-0.27615304,0.35833333,0.70198695,0.47699162,0.73333333,-0.26371094,-0.13679711,0.40833333,0.03532010,0.00836827,0.50000000
generic_dimension_rubric,4,16,0.67352941,0.46666667,0.73333333,88,120,0.33823529,0.21666667,0.60833333,0.45768960,0.30962614,0.65000000,0.13816427,0.10092168,0.45833333,0.54933786,0.38656827,0.68333333
generic_dimension_rubric,5,16,0.27941176,0.16666667,0.58333333,70,120,0.28550412,0.22594340,0.60833333,0.16060478,0.13926212,0.52500000,-0.05604744,-0.02531848,0.47500000,0.23235294,0.15000000,0.57500000
generic_dimension_rubric,6,16,0.22058824,0.11666667,0.55833333,67,120,0.05294118,0.06666667,0.53333333,0.11176471,0.10000000,0.55000000,,,0.03333333,0.53823529,0.38333333,0.69166667
generic_dimension_rubric,7,16,-0.02352941,-0.06666667,0.46666667,56,120,0.03976440,0.01680732,0.50000000,0.15822658,0.12185436,0.51666667,-0.32238331,-0.26606624,0.29166667,0.56364990,0.42678198,0.70833333
generic_dimension_rubric,16,16,0.52941176,0.36666667,0.68333333,82,120,-0.12656368,-0.10878756,0.44166667,0.44771772,0.31933901,0.65000000,-0.02942855,0.00000000,0.38333333,0.35000000,0.21666667,0.60833333
generic_dimension_rubric,17,16,0.66470588,0.53333333,0.76666667,92,120,0.58007775,0.45769286,0.70833333,0.54035870,0.40037861,0.65000000,-0.03542460,0.01695159,0.49166667,0.29580582,0.17573376,0.58333333
generic_dimension_rubric,18,16,0.14117647,0.10000000,0.55000000,66,120,0.03237676,0.02510482,0.50833333,-0.13235294,-0.11666667,0.44166667,-0.01474933,-0.00843949,0.48333333,0.39137622,0.31465358,0.61666667
generic_dimension_all,1,16,0.58529412,0.41666667,0.70833333,85,120,0.52352941,0.38333333,0.69166667,0.67941176,0.55000000,0.77500000,-0.09347551,-0.08625819,0.42500000,0.50588235,0.35000000,0.67500000
generic_dimension_all,2,16,0.56470588,0.40000000,0.70000000,84,120,0.63529412,0.50000000,0.75000000,0.53235294,0.41666667,0.70833333,0.35103398,0.24474535,0.60833333,0.69705882,0.56666667,0.78333333
generic_dimension_all,3,16,0.38823529,0.23333333,0.61666667,74,120,0.11626199,0.10878756,0.55000000,0.70198695,0.52720127,0.75833333,-0.03410009,-0.00858567,0.46666667,0.65636515,0.49372817,0.74166667
generic_dimension_all,4,16,0.65588235,0.45000000,0.72500000,87,120,0.36470588,0.23333333,0.61666667,0.77262714,0.57741091,0.78333333,0.45133663,0.33946383,0.56666667,0.52577377,0.36976095,0.67500000
generic_dimension_all,5,16,0.07647059,0.01666667,0.50833333,61,120,0.28403245,0.24267995,0.61666667,0.08030239,0.03481553,0.47500000,,,0.02500000,0.20000000,0.15000000,0.57500000
generic_dimension_all,6,16,0.68529412,0.48333333,0.74166667,89,120,0.35882353,0.28333333,0.64166667,0.60000000,0.45000000,0.72500000,,,0.03333333,0.57352941,0.45000000,0.72500000
generic_dimension_all,7,16,0.52941176,0.40000000,0.70000000,84,120,0.46833630,0.33614632,0.65833333,0.49259218,0.36556308,0.63333333,0.48818043,0.32111443,0.55833333,0.58130994,0.46025507,0.72500000
