model,reportId,n_documents,spearman,kendall,accuracy,pair_correct,pair_total,spearman_comprehensiveness,kendall_comprehensiveness,accuracy_comprehensiveness,spearman_insight,kendall_insight,accuracy_insight,spearman_instruction_following,kendall_instruction_following,accuracy_instruction_following,spearman_readability,kendall_readability,accuracy_readability
matched_full_structure,1,16,0.41470588,0.28333333,0.64166667,77,120,-0.05000000,-0.01666667,0.49166667,0.42058824,0.30000000,0.65000000,-0.01483738,-0.01725164,0.45833333,0.48823529,0.30000000,0.65000000
matched_full_structure,2,16,0.65294118,0.51666667,0.75833333,91,120,0.45000000,0.30000000,0.65000000,0.56470588,0.43333333,0.71666667,0.33628465,0.24474535,0.60833333,0.45588235,0.28333333,0.64166667
matched_full_structure,3,16,0.34117647,0.23333333,0.61666667,74,120,0.08388523,0.09205101,0.54166667,0.52538646,0.34309924,0.66666667,-0.05497826,-0.04329369,0.44166667,0.67696854,0.47699162,0.73333333
matched_full_structure,4,16,0.72352941,0.50000000,0.75000000,90,120,0.51764706,0.36666667,0.68333333,0.70787363,0.51046472,0.75000000,0.16272681,0.11927107,0.46666667,0.61266635,0.45379754,0.71666667
matched_full_structure,5,16,0.10588235,0.06666667,0.53333333,64,120,0.28403245,0.20920685,0.60000000,0.00892249,0.00000000,0.45833333,-0.07374663,-0.04219747,0.46666667,0.31176471,0.21666667,0.60833333
matched_full_structure,6,16,0.49705882,0.30000000,0.65000000,78,120,0.19117647,0.11666667,0.55833333,0.44411765,0.35000000,0.67500000,0.10774981,0.06780635,0.51666667,0.67647059,0.53333333,0.76666667
matched_full_structure,7,16,0.31176471,0.23333333,0.61666667,74,120,0.18262170,0.11765121,0.55000000,0.28958450,0.19148542,0.55000000,-0.11360174,-0.08257228,0.37500000,0.62987508,0.44351853,0.71666667
matched_full_structure,16,16,0.55000000,0.45000000,0.72500000,87,120,0.38704941,0.30962614,0.65000000,0.85125276,0.68909996,0.83333333,-0.24029962,-0.17576248,0.28333333,0.59411765,0.43333333,0.71666667
matched_full_structure,17,16,0.81764706,0.66666667,0.83333333,100,120,0.63173862,0.52549922,0.74166667,0.80008912,0.62667956,0.75833333,-0.39705067,-0.28817699,0.34166667,0.69168525,0.49372817,0.74166667
matched_full_structure,18,16,0.13235294,0.10000000,0.55000000,66,120,0.19867555,0.15899721,0.57500000,0.07647059,0.03333333,0.51666667,-0.20059084,-0.14347141,0.41666667,0.45474626,0.29288959,0.64166667
matched_full_global,1,16,0.54117647,0.38333333,0.69166667,83,120,0.39705882,0.28333333,0.64166667,0.66764706,0.53333333,0.76666667,0.04451215,0.00000000,0.46666667,0.50882353,0.36666667,0.68333333
matched_full_global,2,16,0.55294118,0.43333333,0.71666667,86,120,0.55000000,0.40000000,0.70000000,0.43529412,0.31666667,0.65833333,0.35988357,0.21098737,0.59166667,0.78529412,0.65000000,0.82500000
matched_full_global,3,16,0.30882353,0.21666667,0.60833333,73,120,0.45327459,0.30962614,0.65000000,0.61368670,0.44351853,0.71666667,0.05930451,0.00858567,0.47500000,0.62693174,0.46025507,0.72500000
matched_full_global,4,16,0.47352941,0.33333333,0.66666667,80,120,0.27352941,0.16666667,0.58333333,0.80647557,0.62762056,0.80833333,0.50967265,0.39451202,0.59166667,0.35346136,0.23530243,0.60833333
matched_full_global,5,16,0.07352941,0.08333333,0.54166667,65,120,0.14422373,0.05857792,0.52500000,0.15316938,0.10444659,0.50833333,,,0.02500000,0.14117647,0.05000000,0.52500000
matched_full_global,6,16,0.53823529,0.26666667,0.63333333,76,120,-0.13529412,-0.06666667,0.46666667,0.39117647,0.28333333,0.64166667,-0.10767638,-0.09213069,0.23333333,0.62058824,0.51666667,0.75833333
matched_full_global,7,16,0.57647059,0.33333333,0.66666667,80,120,0.48895487,0.33614632,0.65833333,0.41795700,0.29593202,0.60000000,0.46361790,0.35781322,0.57500000,0.60632835,0.47699162,0.73333333
matched_full_global,16,16,0.23235294,0.18333333,0.59166667,71,120,0.37086103,0.29288959,0.64166667,0.18262170,0.10084390,0.54166667,-0.47085685,-0.36165882,0.22500000,0.48529412,0.33333333,0.66666667
matched_full_global,17,16,0.87058824,0.70000000,0.85000000,102,120,0.55539386,0.41705526,0.68333333,0.74933720,0.59186403,0.74166667,0.69225564,0.47464445,0.71666667,0.83885232,0.67783020,0.83333333
matched_full_global,18,16,0.42647059,0.31666667,0.65833333,79,120,0.34878597,0.24267995,0.61666667,0.48235294,0.36666667,0.68333333,-0.00589973,0.00843949,0.49166667,0.56806491,0.39330888,0.69166667
matched_full_rubric,1,16,0.52941176,0.38333333,0.69166667,83,120,0.23529412,0.10000000,0.55000000,0.21470588,0.16666667,0.58333333,0.13650393,0.12076147,0.52500000,0.65294118,0.41666667,0.70833333
matched_full_rubric,2,16,0.41176471,0.36666667,0.68333333,82,120,0.37647059,0.33333333,0.66666667,0.30000000,0.21666667,0.60833333,-0.18584152,-0.16035040,0.40833333,0.86176471,0.63333333,0.81666667
matched_full_rubric,3,16,0.30294118,0.20000000,0.60000000,72,120,0.16041211,0.09205101,0.54166667,0.00441501,0.02510482,0.50833333,0.11746489,0.08651809,0.33333333,0.43119953,0.32636269,0.65833333
matched_full_rubric,4,16,0.45294118,0.31666667,0.65833333,79,120,0.43235294,0.31666667,0.65833333,0.35467265,0.29288959,0.64166667,0.39914124,0.33946383,0.56666667,0.58615675,0.40337559,0.69166667
matched_full_rubric,5,16,-0.02058824,-0.03333333,0.48333333,58,120,0.54746152,0.44351853,0.71666667,-0.13978564,-0.10444659,0.40833333,0.20944044,0.14347141,0.55833333,0.18235294,0.13333333,0.56666667
matched_full_rubric,6,16,0.20000000,0.13333333,0.56666667,68,120,0.22352941,0.18333333,0.59166667,0.07352941,0.03333333,0.51666667,0.42214310,0.22037064,0.59166667,0.59411765,0.45000000,0.72500000
matched_full_rubric,7,16,0.45000000,0.36666667,0.68333333,82,120,0.53166479,0.40337559,0.69166667,0.21793472,0.19148542,0.55000000,0.64783693,0.55965658,0.66666667,0.43267120,0.30962614,0.65000000
matched_full_rubric,16,16,0.60294118,0.45000000,0.72500000,87,120,0.76379712,0.57741091,0.78333333,0.27098704,0.15126585,0.56666667,0.41974410,0.34262414,0.53333333,0.20882353,0.18333333,0.59166667
matched_full_rubric,17,16,0.82352941,0.66666667,0.83333333,100,120,0.45166359,0.35598334,0.65833333,0.66276039,0.47000967,0.68333333,0.68782756,0.52549922,0.74166667,0.71228864,0.46025507,0.72500000
matched_full_rubric,18,16,0.34411765,0.23333333,0.61666667,74,120,0.64900680,0.51046472,0.75000000,0.11470588,0.08333333,0.54166667,0.63717091,0.46417221,0.71666667,0.74172206,0.59414746,0.79166667
matched_full_global_structure,1,16,0.58529412,0.41666667,0.70833333,85,120,0.51176471,0.38333333,0.69166667,0.67058824,0.53333333,0.76666667,0.02522355,0.00000000,0.46666667,0.56470588,0.36666667,0.68333333
matched_full_global_structure,2,16,0.56176471,0.41666667,0.70833333,85,120,0.78823529,0.63333333,0.81666667,0.53235294,0.41666667,0.70833333,0.43952994,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
matched_full_global_structure,3,16,0.30588235,0.20000000,0.60000000,72,120,0.05739516,0.10878756,0.55000000,0.67991188,0.54393782,0.76666667,-0.01037829,-0.00858567,0.46666667,0.64164844,0.47699162,0.73333333
matched_full_global_structure,4,16,0.62941176,0.45000000,0.72500000,87,120,0.35588235,0.23333333,0.61666667,0.78587218,0.62762056,0.80833333,0.53423519,0.41286141,0.60000000,0.47717283,0.35295364,0.66666667
matched_full_global_structure,5,16,0.05294118,0.03333333,0.51666667,62,120,0.11920533,0.09205101,0.54166667,0.05204785,0.01740777,0.46666667,,,0.02500000,0.17352941,0.10000000,0.55000000
matched_full_global_structure,6,16,0.60588235,0.41666667,0.70833333,85,120,0.33529412,0.25000000,0.62500000,0.54411765,0.40000000,0.70000000,-0.18404478,-0.15759377,0.12500000,0.63235294,0.51666667,0.75833333
matched_full_global_structure,7,16,0.59117647,0.38333333,0.69166667,83,120,0.46686354,0.33614632,0.65833333,0.48363596,0.34815531,0.62500000,0.66932915,0.48625900,0.63333333,0.64312012,0.46025507,0.72500000
matched_full_global_structure,16,16,0.58823529,0.43333333,0.71666667,86,120,0.37380437,0.29288959,0.64166667,0.54786510,0.38656827,0.68333333,-0.65052591,-0.49490154,0.16666667,0.56470588,0.40000000,0.70000000
matched_full_global_structure,17,16,0.92058824,0.78333333,0.89166667,107,120,0.57712570,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
matched_full_global_structure,18,16,0.38529412,0.28333333,0.64166667,77,120,0.44591624,0.29288959,0.64166667,0.45294118,0.33333333,0.66666667,0.20354071,0.16035040,0.56666667,0.54451818,0.35983579,0.67500000
matched_full_global_rubric,1,16,0.59705882,0.43333333,0.71666667,86,120,0.26764706,0.20000000,0.60000000,0.64117647,0.48333333,0.74166667,-0.05341458,-0.01725164,0.45833333,0.63823529,0.40000000,0.70000000
matched_full_global_rubric,2,16,0.43823529,0.35000000,0.67500000,81,120,0.43529412,0.30000000,0.65000000,0.46470588,0.36666667,0.68333333,0.17109219,0.10971343,0.54166667,0.85588235,0.70000000,0.85000000
matched_full_global_rubric,3,16,0.60882353,0.46666667,0.73333333,88,120,0.25459904,0.14226066,0.56666667,0.47829299,0.35983579,0.67500000,0.22516127,0.18587068,0.35000000,0.54157483,0.39330888,0.69166667
matched_full_global_rubric,4,16,0.52058824,0.35000000,0.67500000,81,120,0.46764706,0.33333333,0.66666667,0.77409881,0.57741091,0.78333333,0.34387553,0.28441564,0.54166667,0.40206229,0.26891706,0.62500000
matched_full_global_rubric,5,16,0.08529412,0.03333333,0.51666667,62,120,0.32818258,0.19247030,0.59166667,0.07584115,0.01740777,0.46666667,0.49557738,0.34601928,0.65833333,0.10882353,0.05000000,0.52500000
matched_full_global_rubric,6,16,0.43823529,0.28333333,0.64166667,77,120,0.32058824,0.23333333,0.61666667,0.32352941,0.26666667,0.63333333,0.27011254,0.20341905,0.58333333,0.67352941,0.56666667,0.78333333
matched_full_global_rubric,7,16,0.59705882,0.41666667,0.70833333,85,120,0.49337314,0.35295364,0.66666667,0.43224000,0.34129877,0.47500000,0.73380581,0.59635537,0.68333333,0.57395159,0.42678198,0.70833333
matched_full_global_rubric,16,16,0.24705882,0.21666667,0.60833333,73,120,0.37086103,0.24267995,0.61666667,0.12076596,0.06722926,0.52500000,0.13165405,0.11420805,0.43333333,0.38823529,0.28333333,0.64166667
matched_full_global_rubric,17,16,0.85294118,0.68333333,0.84166667,101,120,0.48708819,0.40683810,0.68333333,0.76127883,0.57445626,0.73333333,0.73948843,0.55940239,0.75833333,0.82707896,0.67783020,0.83333333
matched_full_global_rubric,18,16,0.41176471,0.33333333,0.66666667,80,120,0.36055933,0.22594340,0.60833333,0.50000000,0.38333333,0.69166667,0.10029542,0.09283444,0.53333333,0.62251672,0.46025507,0.72500000
matched_full_rubric_structure,1,16,0.63235294,0.48333333,0.74166667,89,120,0.11764706,0.05000000,0.52500000,0.39411765,0.26666667,0.63333333,0.43006714,0.33195686,0.62500000,0.68823529,0.43333333,0.71666667
matched_full_rubric_structure,2,16,0.63529412,0.48333333,0.74166667,89,120,0.49411765,0.35000000,0.67500000,0.33235294,0.23333333,0.61666667,0.40708142,0.31226130,0.64166667,0.63823529,0.50000000,0.75000000
matched_full_rubric_structure,3,16,0.53823529,0.38333333,0.69166667,83,120,0.02796174,0.05857792,0.52500000,0.42531285,0.34309924,0.66666667,0.16932128,0.11616917,0.32500000,0.52244311,0.37657233,0.68333333
matched_full_rubric_structure,4,16,0.76176471,0.60000000,0.80000000,96,120,0.52058824,0.36666667,0.68333333,0.70345862,0.46025507,0.72500000,0.13509396,0.10092168,0.45833333,0.61561186,0.48741217,0.73333333
matched_full_rubric_structure,5,16,-0.09117647,-0.06666667,0.46666667,56,120,0.29580582,0.24267995,0.61666667,-0.16357895,-0.12185436,0.40000000,0.32448519,0.22786636,0.60000000,0.24117647,0.16666667,0.58333333
matched_full_rubric_structure,6,16,0.40000000,0.28333333,0.64166667,77,120,0.25882353,0.20000000,0.60000000,0.47941176,0.36666667,0.68333333,0.22730782,0.10170953,0.53333333,0.69411765,0.58333333,0.79166667
matched_full_rubric_structure,7,16,0.63529412,0.45000000,0.72500000,87,120,0.63770320,0.50421948,0.74166667,0.54632951,0.40037861,0.65000000,0.73994644,0.61470477,0.69166667,0.60632835,0.41004543,0.70000000
matched_full_rubric_structure,16,16,0.77941176,0.63333333,0.81666667,98,120,0.60338501,0.42678198,0.70833333,0.51988274,0.36976095,0.67500000,0.30977424,0.22841610,0.48333333,0.45588235,0.31666667,0.65833333
matched_full_rubric_structure,17,16,0.78823529,0.60000000,0.80000000,96,120,0.59779005,0.49159604,0.72500000,0.73739557,0.53964073,0.71666667,0.19778732,0.20341905,0.58333333,0.76085377,0.57741091,0.78333333
matched_full_rubric_structure,18,16,0.34411765,0.25000000,0.62500000,75,120,0.38116272,0.25941650,0.62500000,0.20588235,0.11666667,0.55833333,0.67601642,0.50849284,0.73333333,0.59013997,0.41004543,0.70000000
matched_full_all,1,16,0.62058824,0.46666667,0.73333333,88,120,0.33823529,0.25000000,0.62500000,0.65000000,0.50000000,0.75000000,-0.04896336,-0.01725164,0.45833333,0.61470588,0.38333333,0.69166667
matched_full_all,2,16,0.59117647,0.45000000,0.72500000,87,120,0.71470588,0.56666667,0.78333333,0.52058824,0.40000000,0.70000000,0.27728734,0.16035040,0.56666667,0.73529412,0.61666667,0.80833333
matched_full_all,3,16,0.48823529,0.35000000,0.67500000,81,120,0.13686538,0.12552411,0.55833333,0.55481987,0.42678198,0.70833333,0.14230192,0.11616917,0.32500000,0.64753513,0.52720127,0.75833333
matched_full_all,4,16,0.71176471,0.51666667,0.75833333,91,120,0.43235294,0.30000000,0.65000000,0.78292884,0.61088401,0.80000000,0.20264093,0.15596987,0.48333333,0.52577377,0.35295364,0.66666667
matched_full_all,5,16,0.02352941,0.00000000,0.50000000,60,120,0.24724069,0.15899721,0.57500000,0.05353493,0.01740777,0.46666667,,,0.02500000,0.12647059,0.06666667,0.53333333
matched_full_all,6,16,0.54117647,0.36666667,0.68333333,82,120,0.26176471,0.21666667,0.60833333,0.51470588,0.38333333,0.69166667,0.28782484,0.23732223,0.60000000,0.70588235,0.58333333,0.79166667
matched_full_all,7,16,0.64705882,0.45000000,0.72500000,87,120,0.62444839,0.48741217,0.73333333,0.47766515,0.34815531,0.62500000,0.73073549,0.59635537,0.68333333,0.67402520,0.49372817,0.74166667
matched_full_all,16,16,0.52647059,0.36666667,0.68333333,82,120,0.46210461,0.30962614,0.65000000,0.48453661,0.31933901,0.65000000,0.08209017,0.07613870,0.41666667,0.44117647,0.33333333,0.66666667
matched_full_all,17,16,0.88529412,0.73333333,0.86666667,104,120,0.59188595,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.75424868,0.57635398,0.76666667,0.83443731,0.64435710,0.81666667
matched_full_all,18,16,0.41764706,0.31666667,0.65833333,79,120,0.38557773,0.25941650,0.62500000,0.45294118,0.33333333,0.66666667,0.41888088,0.31226130,0.64166667,0.57983827,0.42678198,0.70833333
criterion_only_rubric,1,16,0.69705882,0.48333333,0.74166667,89,120,0.42058824,0.33333333,0.66666667,0.46470588,0.33333333,0.66666667,0.11869907,0.10350983,0.51666667,0.54705882,0.43333333,0.71666667
criterion_only_rubric,2,16,0.70882353,0.61666667,0.80833333,97,120,0.66470588,0.51666667,0.75833333,0.32352941,0.21666667,0.60833333,0.52507603,0.39665625,0.68333333,0.57352941,0.40000000,0.70000000
criterion_only_rubric,3,16,0.47058824,0.26666667,0.63333333,76,120,0.22810897,0.15899721,0.57500000,0.44885958,0.25941650,0.62500000,0.24445115,0.18809603,0.56666667,0.65636515,0.49372817,0.74166667
criterion_only_rubric,4,16,0.65294118,0.48333333,0.74166667,89,120,0.49411765,0.38333333,0.69166667,0.26342906,0.17573376,0.58333333,0.43937855,0.37773983,0.59166667,0.52282825,0.36976095,0.67500000
criterion_only_rubric,5,16,0.33823529,0.25000000,0.62500000,75,120,0.53127314,0.41004543,0.70000000,0.10260861,0.08703883,0.50000000,-0.02949865,-0.02531848,0.47500000,0.00588235,0.00000000,0.50000000
criterion_only_rubric,6,16,0.53235294,0.43333333,0.71666667,86,120,0.47941176,0.33333333,0.66666667,0.36764706,0.23333333,0.61666667,0.46494781,0.33903175,0.65000000,0.56470588,0.40000000,0.70000000
criterion_only_rubric,7,16,0.37058824,0.25000000,0.62500000,75,120,0.23564090,0.18488048,0.58333333,0.12240169,0.03481553,0.47500000,0.00307258,0.00000000,0.40833333,0.63870510,0.51046472,0.75000000
criterion_only_rubric,16,16,0.84117647,0.68333333,0.84166667,101,120,0.72259034,0.56067436,0.77500000,0.69955893,0.52102680,0.75000000,-0.20599987,-0.17131207,0.30833333,0.28823529,0.20000000,0.60000000
criterion_only_rubric,17,16,0.73529412,0.55000000,0.77500000,93,120,0.56088943,0.42378969,0.69166667,0.71649772,0.53964073,0.71666667,0.26568447,0.15256429,0.55833333,0.64753513,0.44351853,0.71666667
criterion_only_rubric,18,16,0.31470588,0.26666667,0.63333333,76,120,0.32818258,0.22594340,0.60833333,0.47352941,0.36666667,0.68333333,-0.11799461,-0.05907646,0.45833333,0.53715982,0.41004543,0.70000000
