model,query_source,feature_set,held_out_question,dimension,alpha,inner_accuracy,inner_spearman,inner_mae,feature_count,train_documents,test_documents
matched_full_all,matched_full,all,1,insight,1000.00000000,0.66111111,0.48584424,1.13769157,1078,144,16
matched_full_all,matched_full,all,1,instruction_following,100.00000000,0.60092593,0.40624796,1.15342516,1078,144,16
matched_full_all,matched_full,all,1,readability,1000.00000000,0.72129630,0.58397788,0.64653584,1078,144,16
matched_full_all,matched_full,all,2,comprehensiveness,100.00000000,0.60925926,0.30447101,0.74320045,1078,144,16
matched_full_all,matched_full,all,2,insight,1000.00000000,0.66481481,0.49508101,1.04207370,1078,144,16
matched_full_all,matched_full,all,2,instruction_following,0.10000000,0.59259259,0.39944173,1.92902619,1078,144,16
matched_full_all,matched_full,all,2,readability,1000.00000000,0.71296296,0.58168465,0.68630887,1078,144,16
matched_full_all,matched_full,all,3,comprehensiveness,100.00000000,0.63888889,0.40184408,0.78897432,1078,144,16
matched_full_all,matched_full,all,3,insight,1000.00000000,0.67500000,0.52810525,1.01590354,1078,144,16
matched_full_all,matched_full,all,3,instruction_following,1.00000000,0.59259259,0.38100576,1.44227965,1078,144,16
matched_full_all,matched_full,all,3,readability,1000.00000000,0.72592593,0.61251408,0.67419031,1078,144,16
matched_full_all,matched_full,all,4,comprehensiveness,1000.00000000,0.62407407,0.34025002,0.58754760,1078,144,16
matched_full_all,matched_full,all,4,insight,1000.00000000,0.66759259,0.49472107,1.01119381,1078,144,16
matched_full_all,matched_full,all,4,instruction_following,100.00000000,0.60185185,0.38827893,0.95631200,1078,144,16
matched_full_all,matched_full,all,4,readability,1000.00000000,0.73148148,0.61231474,0.66790284,1078,144,16
matched_full_all,matched_full,all,5,comprehensiveness,100.00000000,0.63611111,0.36085268,0.64698082,1078,144,16
matched_full_all,matched_full,all,5,insight,1000.00000000,0.70092593,0.57236283,0.90336376,1078,144,16
matched_full_all,matched_full,all,5,instruction_following,10.00000000,0.57407407,0.34689348,1.10066788,1078,144,16
matched_full_all,matched_full,all,5,readability,1000.00000000,0.73703704,0.63608294,0.66324168,1078,144,16
matched_full_all,matched_full,all,6,comprehensiveness,100.00000000,0.63240741,0.38520251,0.64790684,1078,144,16
matched_full_all,matched_full,all,6,insight,1000.00000000,0.68333333,0.53549983,0.91858046,1078,144,16
matched_full_all,matched_full,all,6,instruction_following,1000.00000000,0.59629630,0.37369083,0.68708599,1078,144,16
matched_full_all,matched_full,all,6,readability,1000.00000000,0.71574074,0.58789247,0.70236730,1078,144,16
matched_full_all,matched_full,all,7,comprehensiveness,100.00000000,0.63333333,0.35948549,0.60354097,1078,144,16
matched_full_all,matched_full,all,7,insight,1000.00000000,0.68888889,0.53715745,0.95170566,1078,144,16
matched_full_all,matched_full,all,7,instruction_following,1000.00000000,0.52870370,0.18244007,0.65372323,1078,144,16
matched_full_all,matched_full,all,7,readability,1000.00000000,0.70740741,0.54778305,0.65507774,1078,144,16
matched_full_all,matched_full,all,16,comprehensiveness,10.00000000,0.65185185,0.39887844,0.71964069,1078,144,16
matched_full_all,matched_full,all,16,insight,1000.00000000,0.69537037,0.55747137,0.95326183,1078,144,16
matched_full_all,matched_full,all,16,instruction_following,1000.00000000,0.58333333,0.31802834,0.75312812,1078,144,16
matched_full_all,matched_full,all,16,readability,1000.00000000,0.72222222,0.59899012,0.63185895,1078,144,16
matched_full_all,matched_full,all,17,comprehensiveness,100.00000000,0.64259259,0.39070412,0.60516332,1078,144,16
matched_full_all,matched_full,all,17,insight,1000.00000000,0.67870370,0.49861390,1.00362571,1078,144,16
matched_full_all,matched_full,all,17,instruction_following,100.00000000,0.58055556,0.34521057,0.91314868,1078,144,16
matched_full_all,matched_full,all,17,readability,1000.00000000,0.69629630,0.53994004,0.68156625,1078,144,16
matched_full_all,matched_full,all,18,comprehensiveness,100.00000000,0.61759259,0.32678764,0.61013041,1078,144,16
matched_full_all,matched_full,all,18,insight,1000.00000000,0.68888889,0.55287626,1.05142035,1078,144,16
matched_full_all,matched_full,all,18,instruction_following,100.00000000,0.60555556,0.42051084,0.95613427,1078,144,16
matched_full_all,matched_full,all,18,readability,1000.00000000,0.71481481,0.58441479,0.68462667,1078,144,16
criterion_only_rubric,criterion_only,rubric,1,comprehensiveness,10.00000000,0.67500000,0.47690186,0.60445916,31,144,16
criterion_only_rubric,criterion_only,rubric,1,insight,10.00000000,0.58055556,0.29216923,1.33852217,31,144,16
criterion_only_rubric,criterion_only,rubric,1,instruction_following,100.00000000,0.53518519,0.22531306,0.80688856,31,144,16
criterion_only_rubric,criterion_only,rubric,1,readability,1.00000000,0.68611111,0.51792343,0.86192241,31,144,16
criterion_only_rubric,criterion_only,rubric,2,comprehensiveness,1.00000000,0.65833333,0.43782625,0.61563484,31,144,16
criterion_only_rubric,criterion_only,rubric,2,insight,100.00000000,0.64537037,0.44236187,1.09807113,31,144,16
criterion_only_rubric,criterion_only,rubric,2,instruction_following,10.00000000,0.52314815,0.17605998,0.76959120,31,144,16
criterion_only_rubric,criterion_only,rubric,2,readability,1.00000000,0.66666667,0.48490113,0.91468626,31,144,16
criterion_only_rubric,criterion_only,rubric,3,comprehensiveness,10.00000000,0.68425926,0.49191488,0.61271630,31,144,16
criterion_only_rubric,criterion_only,rubric,3,insight,10.00000000,0.62777778,0.39196817,1.17015785,31,144,16
criterion_only_rubric,criterion_only,rubric,3,instruction_following,100.00000000,0.53981481,0.23075181,0.73980310,31,144,16
criterion_only_rubric,criterion_only,rubric,3,readability,1.00000000,0.66944444,0.47849888,1.00374349,31,144,16
criterion_only_rubric,criterion_only,rubric,4,comprehensiveness,10.00000000,0.68333333,0.50190469,0.55503943,31,144,16
criterion_only_rubric,criterion_only,rubric,4,insight,100.00000000,0.60740741,0.33596061,1.10291693,31,144,16
criterion_only_rubric,criterion_only,rubric,4,instruction_following,10.00000000,0.52777778,0.15481438,0.80298631,31,144,16
criterion_only_rubric,criterion_only,rubric,4,readability,1.00000000,0.68981481,0.52831386,1.00134682,31,144,16
criterion_only_rubric,criterion_only,rubric,5,comprehensiveness,10.00000000,0.67685185,0.47587231,0.58642055,31,144,16
criterion_only_rubric,criterion_only,rubric,5,insight,100.00000000,0.63888889,0.43318927,0.98103392,31,144,16
criterion_only_rubric,criterion_only,rubric,5,instruction_following,10.00000000,0.54074074,0.22726071,0.75788951,31,144,16
criterion_only_rubric,criterion_only,rubric,5,readability,0.10000000,0.68796296,0.53589933,0.99802302,31,144,16
criterion_only_rubric,criterion_only,rubric,6,comprehensiveness,1.00000000,0.67407407,0.48017823,0.60796676,31,144,16
criterion_only_rubric,criterion_only,rubric,6,insight,10.00000000,0.62777778,0.40348807,1.04520191,31,144,16
criterion_only_rubric,criterion_only,rubric,6,instruction_following,10.00000000,0.50648148,0.13533320,0.75963132,31,144,16
criterion_only_rubric,criterion_only,rubric,6,readability,1.00000000,0.68518519,0.50976902,0.85478125,31,144,16
criterion_only_rubric,criterion_only,rubric,7,comprehensiveness,10.00000000,0.67777778,0.48546412,0.56451554,31,144,16
criterion_only_rubric,criterion_only,rubric,7,insight,10.00000000,0.61759259,0.37325265,1.13008026,31,144,16
criterion_only_rubric,criterion_only,rubric,7,instruction_following,10.00000000,0.52500000,0.17725883,0.69673768,31,144,16
criterion_only_rubric,criterion_only,rubric,7,readability,10.00000000,0.67962963,0.50202215,0.73197446,31,144,16
criterion_only_rubric,criterion_only,rubric,16,comprehensiveness,100.00000000,0.66388889,0.46606599,0.53750521,31,144,16
criterion_only_rubric,criterion_only,rubric,16,insight,10.00000000,0.61944444,0.39149331,1.42680537,31,144,16
criterion_only_rubric,criterion_only,rubric,16,instruction_following,10.00000000,0.56388889,0.26488276,0.73039879,31,144,16
criterion_only_rubric,criterion_only,rubric,16,readability,10.00000000,0.68703704,0.52184379,0.72603811,31,144,16
criterion_only_rubric,criterion_only,rubric,17,comprehensiveness,100.00000000,0.67129630,0.47700516,0.57618321,31,144,16
criterion_only_rubric,criterion_only,rubric,17,insight,10.00000000,0.65648148,0.47793379,1.06007682,31,144,16
criterion_only_rubric,criterion_only,rubric,17,instruction_following,10.00000000,0.53148148,0.19890233,0.69315286,31,144,16
criterion_only_rubric,criterion_only,rubric,17,readability,1.00000000,0.67037037,0.47294417,0.75411179,31,144,16
criterion_only_rubric,criterion_only,rubric,18,comprehensiveness,100.00000000,0.68888889,0.52543651,0.55226082,31,144,16
criterion_only_rubric,criterion_only,rubric,18,insight,10.00000000,0.60092593,0.33818597,1.31971860,31,144,16
criterion_only_rubric,criterion_only,rubric,18,instruction_following,100.00000000,0.57685185,0.34059501,0.64748023,31,144,16
criterion_only_rubric,criterion_only,rubric,18,readability,1.00000000,0.67407407,0.49093414,0.89447177,31,144,16
criterion_only_all,criterion_only,all,1,comprehensiveness,100.00000000,0.68055556,0.47366675,0.85731954,1078,144,16
criterion_only_all,criterion_only,all,1,insight,1000.00000000,0.66944444,0.50351533,1.14605658,1078,144,16
criterion_only_all,criterion_only,all,1,instruction_following,10.00000000,0.58055556,0.35734776,1.75384713,1078,144,16
criterion_only_all,criterion_only,all,1,readability,1000.00000000,0.72500000,0.59361298,0.67563738,1078,144,16
criterion_only_all,criterion_only,all,2,comprehensiveness,10.00000000,0.63055556,0.37069403,0.98235243,1078,144,16
criterion_only_all,criterion_only,all,2,insight,1000.00000000,0.67222222,0.51175686,1.04744705,1078,144,16
criterion_only_all,criterion_only,all,2,instruction_following,0.01000000,0.58518519,0.38398926,2.21686728,1078,144,16
criterion_only_all,criterion_only,all,2,readability,1000.00000000,0.69444444,0.54441206,0.72899497,1078,144,16
criterion_only_all,criterion_only,all,3,comprehensiveness,10.00000000,0.66851852,0.45696434,1.10218734,1078,144,16
criterion_only_all,criterion_only,all,3,insight,1000.00000000,0.68888889,0.54596275,1.03223659,1078,144,16
criterion_only_all,criterion_only,all,3,instruction_following,10.00000000,0.62314815,0.45290450,1.37074692,1078,144,16
criterion_only_all,criterion_only,all,3,readability,1000.00000000,0.71296296,0.57295993,0.70324919,1078,144,16
criterion_only_all,criterion_only,all,4,comprehensiveness,100.00000000,0.65925926,0.43410933,0.75305480,1078,144,16
criterion_only_all,criterion_only,all,4,insight,1000.00000000,0.68055556,0.52819887,1.02108964,1078,144,16
criterion_only_all,criterion_only,all,4,instruction_following,10.00000000,0.58425926,0.34412456,1.64214270,1078,144,16
criterion_only_all,criterion_only,all,4,readability,1000.00000000,0.72592593,0.59810086,0.70217588,1078,144,16
criterion_only_all,criterion_only,all,5,comprehensiveness,1.00000000,0.66296296,0.44081902,0.92217070,1078,144,16
criterion_only_all,criterion_only,all,5,insight,1000.00000000,0.71759259,0.61248703,0.90993679,1078,144,16
criterion_only_all,criterion_only,all,5,instruction_following,100.00000000,0.55833333,0.30719819,0.95326890,1078,144,16
criterion_only_all,criterion_only,all,5,readability,1000.00000000,0.73518519,0.64083798,0.72184317,1078,144,16
criterion_only_all,criterion_only,all,6,comprehensiveness,100.00000000,0.66018519,0.44393488,0.70020012,1078,144,16
criterion_only_all,criterion_only,all,6,insight,1000.00000000,0.70000000,0.57041989,0.93761246,1078,144,16
criterion_only_all,criterion_only,all,6,instruction_following,100.00000000,0.59814815,0.39573113,0.73640488,1078,144,16
criterion_only_all,criterion_only,all,6,readability,1000.00000000,0.71759259,0.59263308,0.72609825,1078,144,16
criterion_only_all,criterion_only,all,7,comprehensiveness,100.00000000,0.66759259,0.44486053,0.59107184,1078,144,16
criterion_only_all,criterion_only,all,7,insight,1000.00000000,0.70092593,0.56617247,0.95977663,1078,144,16
criterion_only_all,criterion_only,all,7,instruction_following,10.00000000,0.51944444,0.15423104,1.40509859,1078,144,16
criterion_only_all,criterion_only,all,7,readability,1000.00000000,0.70555556,0.54664456,0.70276169,1078,144,16
criterion_only_all,criterion_only,all,16,comprehensiveness,100.00000000,0.66574074,0.46039586,0.62613871,1078,144,16
criterion_only_all,criterion_only,all,16,insight,1000.00000000,0.70277778,0.57469628,0.96294908,1078,144,16
criterion_only_all,criterion_only,all,16,instruction_following,1000.00000000,0.55185185,0.22865399,0.78636345,1078,144,16
criterion_only_all,criterion_only,all,16,readability,1000.00000000,0.71018519,0.58476757,0.69784442,1078,144,16
criterion_only_all,criterion_only,all,17,comprehensiveness,10.00000000,0.66481481,0.45803483,0.74182528,1078,144,16
criterion_only_all,criterion_only,all,17,insight,1000.00000000,0.68148148,0.51166373,1.00430977,1078,144,16
criterion_only_all,criterion_only,all,17,instruction_following,10.00000000,0.56203704,0.30313183,1.58076024,1078,144,16
criterion_only_all,criterion_only,all,17,readability,1000.00000000,0.68425926,0.50710075,0.70181063,1078,144,16
criterion_only_all,criterion_only,all,18,comprehensiveness,100.00000000,0.68611111,0.50259017,0.57992944,1078,144,16
criterion_only_all,criterion_only,all,18,insight,1000.00000000,0.69722222,0.57212053,1.05809574,1078,144,16
criterion_only_all,criterion_only,all,18,instruction_following,10.00000000,0.60648148,0.42615538,1.60194455,1078,144,16
criterion_only_all,criterion_only,all,18,readability,1000.00000000,0.72037037,0.58491101,0.71690353,1078,144,16
prompt_only_rubric,prompt_only,rubric,1,comprehensiveness,1.00000000,0.64074074,0.39179168,0.62646308,31,144,16
prompt_only_rubric,prompt_only,rubric,1,insight,100.00000000,0.57685185,0.25336518,730.50886790,31,144,16
prompt_only_rubric,prompt_only,rubric,1,instruction_following,10.00000000,0.53888889,0.23601927,0.80758104,31,144,16
prompt_only_rubric,prompt_only,rubric,1,readability,100.00000000,0.71666667,0.55684252,0.69267388,31,144,16
prompt_only_rubric,prompt_only,rubric,2,comprehensiveness,1.00000000,0.62685185,0.35221975,0.64861808,31,144,16
prompt_only_rubric,prompt_only,rubric,2,insight,1000.00000000,0.57592593,0.25114083,295.38466949,31,144,16
prompt_only_rubric,prompt_only,rubric,2,instruction_following,1.00000000,0.52222222,0.19876174,0.87008365,31,144,16
prompt_only_rubric,prompt_only,rubric,2,readability,100.00000000,0.70833333,0.53838196,0.72888828,31,144,16
prompt_only_rubric,prompt_only,rubric,3,comprehensiveness,1.00000000,0.64166667,0.39241969,0.64377557,31,144,16
prompt_only_rubric,prompt_only,rubric,3,insight,100.00000000,0.57129630,0.23197253,686.90036947,31,144,16
prompt_only_rubric,prompt_only,rubric,3,instruction_following,10.00000000,0.57685185,0.33983688,0.71644722,31,144,16
prompt_only_rubric,prompt_only,rubric,3,readability,100.00000000,0.72314815,0.57723825,0.74629870,31,144,16
prompt_only_rubric,prompt_only,rubric,4,comprehensiveness,0.10000000,0.64722222,0.41221184,0.59980468,31,144,16
prompt_only_rubric,prompt_only,rubric,4,insight,100.00000000,0.57222222,0.22970450,0.98364980,31,144,16
prompt_only_rubric,prompt_only,rubric,4,instruction_following,100.00000000,0.56111111,0.29444708,0.72740608,31,144,16
prompt_only_rubric,prompt_only,rubric,4,readability,100.00000000,0.71203704,0.55103963,0.75622280,31,144,16
prompt_only_rubric,prompt_only,rubric,5,comprehensiveness,1.00000000,0.62870370,0.34445073,0.67842876,31,144,16
prompt_only_rubric,prompt_only,rubric,5,insight,100.00000000,0.59351852,0.28884340,187.83262076,31,144,16
prompt_only_rubric,prompt_only,rubric,5,instruction_following,10.00000000,0.57962963,0.36050012,0.78218412,31,144,16
prompt_only_rubric,prompt_only,rubric,5,readability,100.00000000,0.71944444,0.58559612,0.71063430,31,144,16
prompt_only_rubric,prompt_only,rubric,6,comprehensiveness,10.00000000,0.61759259,0.33758460,0.64731033,31,144,16
prompt_only_rubric,prompt_only,rubric,6,insight,100.00000000,0.61666667,0.36515672,788.29991466,31,144,16
prompt_only_rubric,prompt_only,rubric,6,instruction_following,10.00000000,0.56203704,0.30737252,0.73005572,31,144,16
prompt_only_rubric,prompt_only,rubric,6,readability,100.00000000,0.71203704,0.56208416,0.75566432,31,144,16
prompt_only_rubric,prompt_only,rubric,7,comprehensiveness,10.00000000,0.63055556,0.36305940,0.60475580,31,144,16
prompt_only_rubric,prompt_only,rubric,7,insight,1000.00000000,0.60185185,0.31494025,332.46177743,31,144,16
prompt_only_rubric,prompt_only,rubric,7,instruction_following,100.00000000,0.56388889,0.27547127,0.67167076,31,144,16
prompt_only_rubric,prompt_only,rubric,7,readability,100.00000000,0.70925926,0.54912695,0.72456574,31,144,16
prompt_only_rubric,prompt_only,rubric,16,comprehensiveness,1.00000000,0.61851852,0.33739832,0.56782018,31,144,16
prompt_only_rubric,prompt_only,rubric,16,insight,100.00000000,0.58796296,0.28375091,850.44250319,31,144,16
prompt_only_rubric,prompt_only,rubric,16,instruction_following,100.00000000,0.57407407,0.28513088,0.69883122,31,144,16
prompt_only_rubric,prompt_only,rubric,16,readability,100.00000000,0.71481481,0.57202670,0.66212773,31,144,16
prompt_only_rubric,prompt_only,rubric,17,comprehensiveness,1.00000000,0.65277778,0.43356880,0.64901142,31,144,16
prompt_only_rubric,prompt_only,rubric,17,insight,100.00000000,0.58055556,0.24527455,758.39291927,31,144,16
prompt_only_rubric,prompt_only,rubric,17,instruction_following,10.00000000,0.56574074,0.29522070,0.73365471,31,144,16
prompt_only_rubric,prompt_only,rubric,17,readability,100.00000000,0.70740741,0.53309030,0.74793037,31,144,16
prompt_only_rubric,prompt_only,rubric,18,comprehensiveness,10.00000000,0.60185185,0.29995161,0.63326184,31,144,16
prompt_only_rubric,prompt_only,rubric,18,insight,0.01000000,0.56481481,0.23337614,518.75951020,31,144,16
prompt_only_rubric,prompt_only,rubric,18,instruction_following,10.00000000,0.50370370,0.14019408,0.63600099,31,144,16
prompt_only_rubric,prompt_only,rubric,18,readability,100.00000000,0.66851852,0.43499840,1480.32783052,31,144,16
prompt_only_all,prompt_only,all,1,comprehensiveness,100.00000000,0.62870370,0.33894691,0.80357876,1078,144,16
prompt_only_all,prompt_only,all,1,insight,1000.00000000,0.63796296,0.41152696,54.08768410,1078,144,16
prompt_only_all,prompt_only,all,1,instruction_following,10.00000000,0.54907407,0.26585776,1.66931131,1078,144,16
prompt_only_all,prompt_only,all,1,readability,1000.00000000,0.72592593,0.59312339,0.65758073,1078,144,16
prompt_only_all,prompt_only,all,2,comprehensiveness,10.00000000,0.60370370,0.28710669,0.97428232,1078,144,16
prompt_only_all,prompt_only,all,2,insight,1000.00000000,0.63148148,0.40543618,47.90719643,1078,144,16
prompt_only_all,prompt_only,all,2,instruction_following,10.00000000,0.57314815,0.32984999,1.98119254,1078,144,16
prompt_only_all,prompt_only,all,2,readability,1000.00000000,0.71759259,0.57890314,0.69417211,1078,144,16
prompt_only_all,prompt_only,all,3,comprehensiveness,10.00000000,0.64537037,0.39876611,1.07202399,1078,144,16
prompt_only_all,prompt_only,all,3,insight,1000.00000000,0.64444444,0.43399170,56.97750700,1078,144,16
prompt_only_all,prompt_only,all,3,instruction_following,10.00000000,0.60555556,0.40416982,1.31890739,1078,144,16
prompt_only_all,prompt_only,all,3,readability,1000.00000000,0.72870370,0.61512990,0.67662030,1078,144,16
prompt_only_all,prompt_only,all,4,comprehensiveness,100.00000000,0.63240741,0.37049861,0.72499784,1078,144,16
prompt_only_all,prompt_only,all,4,insight,1000.00000000,0.67685185,0.51010540,1.02485084,1078,144,16
prompt_only_all,prompt_only,all,4,instruction_following,0.10000000,0.57314815,0.31737776,1.91361112,1078,144,16
prompt_only_all,prompt_only,all,4,readability,1000.00000000,0.73425926,0.60365665,0.67483513,1078,144,16
prompt_only_all,prompt_only,all,5,comprehensiveness,100.00000000,0.63240741,0.36675661,0.66323312,1078,144,16
prompt_only_all,prompt_only,all,5,insight,1000.00000000,0.66574074,0.47806274,87.28477206,1078,144,16
prompt_only_all,prompt_only,all,5,instruction_following,100.00000000,0.56481481,0.31317045,0.84664956,1078,144,16
prompt_only_all,prompt_only,all,5,readability,1000.00000000,0.74259259,0.64589288,0.67437409,1078,144,16
prompt_only_all,prompt_only,all,6,comprehensiveness,100.00000000,0.62222222,0.36577460,0.67976853,1078,144,16
prompt_only_all,prompt_only,all,6,insight,1000.00000000,0.65370370,0.45340365,52.94207311,1078,144,16
prompt_only_all,prompt_only,all,6,instruction_following,10.00000000,0.56296296,0.30202812,1.17908959,1078,144,16
prompt_only_all,prompt_only,all,6,readability,1000.00000000,0.71944444,0.59181500,0.70709381,1078,144,16
prompt_only_all,prompt_only,all,7,comprehensiveness,100.00000000,0.63703704,0.36703059,0.61102287,1078,144,16
prompt_only_all,prompt_only,all,7,insight,1000.00000000,0.65925926,0.45865408,28.47358443,1078,144,16
prompt_only_all,prompt_only,all,7,instruction_following,10.00000000,0.52962963,0.18112924,1.50295989,1078,144,16
prompt_only_all,prompt_only,all,7,readability,1000.00000000,0.71203704,0.55645015,0.64921196,1078,144,16
prompt_only_all,prompt_only,all,16,comprehensiveness,100.00000000,0.64814815,0.40789984,0.61942763,1078,144,16
prompt_only_all,prompt_only,all,16,insight,1000.00000000,0.66296296,0.46631525,39.69179825,1078,144,16
prompt_only_all,prompt_only,all,16,instruction_following,1000.00000000,0.56203704,0.26311644,0.75330896,1078,144,16
prompt_only_all,prompt_only,all,16,readability,1000.00000000,0.72777778,0.60405596,0.64613304,1078,144,16
prompt_only_all,prompt_only,all,17,comprehensiveness,10.00000000,0.63703704,0.36469846,0.74614525,1078,144,16
prompt_only_all,prompt_only,all,17,insight,1000.00000000,0.64351852,0.40659587,49.26474662,1078,144,16
prompt_only_all,prompt_only,all,17,instruction_following,1.00000000,0.54166667,0.24231702,1.79348806,1078,144,16
prompt_only_all,prompt_only,all,17,readability,1000.00000000,0.69629630,0.54353385,0.68215076,1078,144,16
prompt_only_all,prompt_only,all,18,comprehensiveness,100.00000000,0.61203704,0.31061510,0.63767587,1078,144,16
prompt_only_all,prompt_only,all,18,insight,1000.00000000,0.65370370,0.45920477,49.31309195,1078,144,16
prompt_only_all,prompt_only,all,18,instruction_following,1.00000000,0.58703704,0.35935128,1.70753920,1078,144,16
prompt_only_all,prompt_only,all,18,readability,1000.00000000,0.66296296,0.43777725,282.19882894,1078,144,16
generic_dimension_rubric,generic_dimension,rubric,1,comprehensiveness,1000.00000000,0.54351852,0.12851294,0.62534918,31,144,16
generic_dimension_rubric,generic_dimension,rubric,1,insight,10.00000000,0.60740741,0.33079307,1.19320193,31,144,16
generic_dimension_rubric,generic_dimension,rubric,1,instruction_following,0.01000000,0.43148148,-0.07579237,1084.04475042,31,144,16
generic_dimension_rubric,generic_dimension,rubric,1,readability,0.01000000,0.66666667,0.46653470,0.99091279,31,144,16
generic_dimension_rubric,generic_dimension,rubric,2,comprehensiveness,0.01000000,0.55740741,0.14648704,0.71913844,31,144,16
generic_dimension_rubric,generic_dimension,rubric,2,insight,10.00000000,0.59351852,0.30322447,1.15871589,31,144,16
generic_dimension_rubric,generic_dimension,rubric,2,instruction_following,0.01000000,0.43703704,-0.05297651,2048.28481713,31,144,16
generic_dimension_rubric,generic_dimension,rubric,2,readability,0.01000000,0.65277778,0.43647742,1.03320092,31,144,16
generic_dimension_rubric,generic_dimension,rubric,3,comprehensiveness,0.01000000,0.57129630,0.18692393,0.76007176,31,144,16
generic_dimension_rubric,generic_dimension,rubric,3,insight,10.00000000,0.58425926,0.27711601,1.15634809,31,144,16
generic_dimension_rubric,generic_dimension,rubric,3,instruction_following,0.10000000,0.46388889,0.03044964,1300.78991687,31,144,16
generic_dimension_rubric,generic_dimension,rubric,3,readability,0.01000000,0.65000000,0.42759686,7337.59100018,31,144,16
generic_dimension_rubric,generic_dimension,rubric,4,comprehensiveness,100.00000000,0.51666667,0.06222341,0.58409639,31,144,16
generic_dimension_rubric,generic_dimension,rubric,4,insight,10.00000000,0.57129630,0.24549791,1.10916688,31,144,16
generic_dimension_rubric,generic_dimension,rubric,4,instruction_following,0.01000000,0.49351852,0.09309135,4376.90902911,31,144,16
generic_dimension_rubric,generic_dimension,rubric,4,readability,0.10000000,0.65555556,0.44684389,1.09033964,31,144,16
generic_dimension_rubric,generic_dimension,rubric,5,comprehensiveness,10.00000000,0.52037037,0.10130124,0.62419239,31,144,16
generic_dimension_rubric,generic_dimension,rubric,5,insight,100.00000000,0.58055556,0.26758204,1.00287896,31,144,16
generic_dimension_rubric,generic_dimension,rubric,5,instruction_following,1.00000000,0.48148148,0.04782026,3135.60463323,31,144,16
generic_dimension_rubric,generic_dimension,rubric,5,readability,10.00000000,0.66203704,0.44955640,0.96788866,31,144,16
generic_dimension_rubric,generic_dimension,rubric,6,comprehensiveness,1.00000000,0.55555556,0.15040401,0.67298884,31,144,16
generic_dimension_rubric,generic_dimension,rubric,6,insight,10.00000000,0.57129630,0.24574330,1.12038023,31,144,16
generic_dimension_rubric,generic_dimension,rubric,6,instruction_following,1.00000000,0.49444444,0.12093286,0.74561645,31,144,16
generic_dimension_rubric,generic_dimension,rubric,6,readability,0.01000000,0.64907407,0.41244973,1.11743465,31,144,16
generic_dimension_rubric,generic_dimension,rubric,7,comprehensiveness,100.00000000,0.54351852,0.12694153,0.59930694,31,144,16
generic_dimension_rubric,generic_dimension,rubric,7,insight,100.00000000,0.55833333,0.21197402,1.08843984,31,144,16
generic_dimension_rubric,generic_dimension,rubric,7,instruction_following,1000.00000000,0.46759259,-0.01519060,40.20295074,31,144,16
generic_dimension_rubric,generic_dimension,rubric,7,readability,1.00000000,0.64907407,0.41421152,1.06650131,31,144,16
generic_dimension_rubric,generic_dimension,rubric,16,comprehensiveness,10.00000000,0.54259259,0.10728672,0.59561402,31,144,16
generic_dimension_rubric,generic_dimension,rubric,16,insight,10.00000000,0.57962963,0.25767718,1.15653193,31,144,16
generic_dimension_rubric,generic_dimension,rubric,16,instruction_following,1.00000000,0.44444444,-0.07068090,473.59092522,31,144,16
generic_dimension_rubric,generic_dimension,rubric,16,readability,10.00000000,0.65092593,0.41361963,0.89225270,31,144,16
generic_dimension_rubric,generic_dimension,rubric,17,comprehensiveness,1000.00000000,0.51574074,0.06244774,0.62317966,31,144,16
generic_dimension_rubric,generic_dimension,rubric,17,insight,10.00000000,0.60648148,0.33035586,0.99719366,31,144,16
generic_dimension_rubric,generic_dimension,rubric,17,instruction_following,1.00000000,0.44722222,-0.04013038,299.01433545,31,144,16
generic_dimension_rubric,generic_dimension,rubric,17,readability,1.00000000,0.66851852,0.45964730,0.95579129,31,144,16
generic_dimension_rubric,generic_dimension,rubric,18,comprehensiveness,10.00000000,0.55833333,0.16266146,0.57157982,31,144,16
generic_dimension_rubric,generic_dimension,rubric,18,insight,0.01000000,0.61851852,0.35193589,1.04988306,31,144,16
generic_dimension_rubric,generic_dimension,rubric,18,instruction_following,1.00000000,0.44259259,-0.04995656,887.81328363,31,144,16
generic_dimension_rubric,generic_dimension,rubric,18,readability,0.01000000,0.66944444,0.47094153,5067.55366361,31,144,16
generic_dimension_all,generic_dimension,all,1,comprehensiveness,10.00000000,0.62777778,0.35987488,1.07265190,1078,144,16
generic_dimension_all,generic_dimension,all,1,insight,1000.00000000,0.67685185,0.51471507,1.16016179,1078,144,16
generic_dimension_all,generic_dimension,all,1,instruction_following,0.10000000,0.53611111,0.21400109,1211.65361881,1078,144,16
generic_dimension_all,generic_dimension,all,1,readability,1000.00000000,0.72314815,0.59067506,0.65898056,1078,144,16
generic_dimension_all,generic_dimension,all,2,comprehensiveness,10.00000000,0.60648148,0.30562207,1.01022358,1078,144,16
generic_dimension_all,generic_dimension,all,2,insight,1000.00000000,0.67962963,0.52149786,1.06361833,1078,144,16
generic_dimension_all,generic_dimension,all,2,instruction_following,0.10000000,0.56666667,0.30727596,260.68513751,1078,144,16
generic_dimension_all,generic_dimension,all,2,readability,1000.00000000,0.70462963,0.56173485,0.71289127,1078,144,16
generic_dimension_all,generic_dimension,all,3,comprehensiveness,100.00000000,0.63333333,0.38753017,0.76740384,1078,144,16
generic_dimension_all,generic_dimension,all,3,insight,1000.00000000,0.68518519,0.53441886,1.04394896,1078,144,16
