model,reportId,n_documents,spearman,kendall,accuracy,pair_correct,pair_total,spearman_comprehensiveness,kendall_comprehensiveness,accuracy_comprehensiveness,spearman_insight,kendall_insight,accuracy_insight,spearman_instruction_following,kendall_instruction_following,accuracy_instruction_following,spearman_readability,kendall_readability,accuracy_readability
rubric_capped,16,16,0.57352941,0.43333333,0.71666667,86,120,0.72700535,0.56067436,0.77500000,0.19882201,0.15126585,0.56666667,0.54365379,0.41876284,0.56666667,0.08529412,0.08333333,0.54166667
rubric_capped,17,16,0.84117647,0.66666667,0.83333333,100,120,0.67454334,0.55940239,0.75833333,0.77322046,0.57445626,0.73333333,0.72768023,0.52549922,0.74166667,0.67549687,0.44351853,0.71666667
rubric_capped,18,16,0.45000000,0.33333333,0.66666667,80,120,0.52244311,0.37657233,0.68333333,0.26764706,0.18333333,0.59166667,0.46312886,0.31226130,0.64166667,0.71964699,0.56067436,0.77500000
rubric_structure_capped,1,16,0.61470588,0.45000000,0.72500000,87,120,-0.09705882,-0.03333333,0.48333333,0.35588235,0.25000000,0.62500000,0.39286410,0.28827833,0.59166667,0.70000000,0.45000000,0.72500000
rubric_structure_capped,2,16,0.64117647,0.50000000,0.75000000,90,120,0.44705882,0.35000000,0.67500000,0.40588235,0.30000000,0.65000000,0.49408284,0.33333333,0.65000000,0.57647059,0.43333333,0.71666667
rubric_structure_capped,3,16,0.55588235,0.40000000,0.70000000,84,120,0.03090509,0.02510482,0.50833333,0.51066975,0.39330888,0.69166667,0.27493594,0.21629523,0.40833333,0.55187653,0.41004543,0.70000000
rubric_structure_capped,4,16,0.67058824,0.48333333,0.74166667,89,120,0.59705882,0.46666667,0.73333333,0.78292884,0.59414746,0.79166667,0.30396140,0.22936745,0.51666667,0.64948524,0.50421948,0.74166667
rubric_structure_capped,5,16,-0.10000000,-0.06666667,0.46666667,56,120,0.25459904,0.25941650,0.62500000,-0.18885933,-0.15666989,0.38333333,0.29498653,0.21098737,0.59166667,0.26470588,0.18333333,0.59166667
rubric_structure_capped,6,16,0.31470588,0.21666667,0.60833333,73,120,0.21764706,0.15000000,0.57500000,0.46176471,0.33333333,0.66666667,0.30258509,0.16951588,0.56666667,0.69705882,0.56666667,0.78333333
rubric_structure_capped,7,16,0.67058824,0.46666667,0.73333333,88,120,0.61413910,0.48741217,0.73333333,0.50154840,0.38297084,0.64166667,0.68468073,0.54130718,0.65833333,0.56364990,0.37657233,0.68333333
rubric_structure_capped,16,16,0.57647059,0.45000000,0.72500000,87,120,0.54304650,0.39330888,0.69166667,0.29602389,0.21849511,0.60000000,0.24007504,0.17131207,0.45833333,0.48823529,0.33333333,0.66666667
rubric_structure_capped,17,16,0.82058824,0.63333333,0.81666667,98,120,0.55055725,0.45769286,0.70833333,0.75829342,0.55704850,0.72500000,0.29520496,0.22037064,0.59166667,0.77557048,0.57741091,0.78333333
rubric_structure_capped,18,16,0.26470588,0.20000000,0.60000000,72,120,0.37380437,0.25941650,0.62500000,0.20588235,0.11666667,0.55833333,0.67459808,0.53684181,0.73333333,0.49595304,0.30962614,0.65000000
all_capped,1,16,0.59411765,0.43333333,0.71666667,86,120,0.32058824,0.20000000,0.60000000,0.57058824,0.41666667,0.70833333,-0.08160561,-0.03450328,0.45000000,0.67352941,0.43333333,0.71666667
all_capped,2,16,0.54705882,0.41666667,0.70833333,85,120,0.69117647,0.53333333,0.76666667,0.50882353,0.40000000,0.70000000,0.28908680,0.21098737,0.59166667,0.60000000,0.45000000,0.72500000
all_capped,3,16,0.39411765,0.30000000,0.65000000,78,120,0.06622518,0.07531447,0.53333333,0.46799130,0.35983579,0.67500000,0.16200647,0.10054156,0.45833333,0.38410606,0.27615304,0.63333333
all_capped,4,16,0.70294118,0.48333333,0.74166667,89,120,0.47647059,0.31666667,0.65833333,0.79911721,0.61088401,0.80000000,0.15351586,0.10092168,0.45833333,0.56406541,0.40337559,0.69166667
all_capped,5,16,-0.01764706,-0.03333333,0.48333333,58,120,0.20456223,0.12552411,0.55833333,0.02528038,-0.01740777,0.45000000,0.30383613,0.26162434,0.61666667,0.15588235,0.08333333,0.54166667
all_capped,6,16,0.60294118,0.38333333,0.69166667,83,120,-0.05588235,-0.03333333,0.48333333,0.55294118,0.38333333,0.69166667,0.17564695,0.06780635,0.51666667,0.72058824,0.56666667,0.78333333
all_capped,7,16,0.74705882,0.53333333,0.76666667,92,120,0.51251897,0.42018290,0.70000000,0.47169433,0.34815531,0.62500000,0.69082137,0.52295779,0.65000000,0.63723343,0.44351853,0.71666667
all_capped,16,16,0.48823529,0.33333333,0.66666667,80,120,0.33995594,0.25941650,0.62500000,0.50957345,0.38656827,0.68333333,0.04181952,0.01903467,0.39166667,0.36764706,0.28333333,0.64166667
all_capped,17,16,0.95588235,0.86666667,0.93333333,112,120,0.59926607,0.49159604,0.72500000,0.84188482,0.64408733,0.76666667,0.76605688,0.54245080,0.75000000,0.79323053,0.61088401,0.80000000
all_capped,18,16,0.38823529,0.28333333,0.64166667,77,120,0.37380437,0.25941650,0.62500000,0.40588235,0.30000000,0.65000000,0.50147711,0.37977726,0.67500000,0.53127314,0.37657233,0.68333333
global_unbounded,1,16,0.54117647,0.38333333,0.69166667,83,120,0.39705882,0.28333333,0.64166667,0.66764706,0.53333333,0.76666667,0.04451215,0.00000000,0.46666667,0.50882353,0.36666667,0.68333333
global_unbounded,2,16,0.55294118,0.43333333,0.71666667,86,120,0.55000000,0.40000000,0.70000000,0.43529412,0.31666667,0.65833333,0.35988357,0.21098737,0.59166667,0.78529412,0.65000000,0.82500000
global_unbounded,3,16,0.30882353,0.21666667,0.60833333,73,120,0.45327459,0.30962614,0.65000000,0.61368670,0.44351853,0.71666667,0.05930451,0.00858567,0.47500000,0.62693174,0.46025507,0.72500000
global_unbounded,4,16,0.47352941,0.33333333,0.66666667,80,120,0.27352941,0.16666667,0.58333333,0.80647557,0.62762056,0.80833333,0.50967265,0.39451202,0.59166667,0.35346136,0.23530243,0.60833333
global_unbounded,5,16,0.07352941,0.08333333,0.54166667,65,120,0.14422373,0.05857792,0.52500000,0.15316938,0.10444659,0.50833333,,,0.02500000,0.14117647,0.05000000,0.52500000
global_unbounded,6,16,0.53823529,0.26666667,0.63333333,76,120,-0.13529412,-0.06666667,0.46666667,0.39117647,0.28333333,0.64166667,-0.10767638,-0.09213069,0.23333333,0.62058824,0.51666667,0.75833333
global_unbounded,7,16,0.57647059,0.33333333,0.66666667,80,120,0.48895487,0.33614632,0.65833333,0.41795700,0.29593202,0.60000000,0.46361790,0.35781322,0.57500000,0.60632835,0.47699162,0.73333333
global_unbounded,16,16,0.23235294,0.18333333,0.59166667,71,120,0.37086103,0.29288959,0.64166667,0.18262170,0.10084390,0.54166667,-0.47085685,-0.36165882,0.22500000,0.48529412,0.33333333,0.66666667
global_unbounded,17,16,0.87058824,0.70000000,0.85000000,102,120,0.55539386,0.41705526,0.68333333,0.74933720,0.59186403,0.74166667,0.69225564,0.47464445,0.71666667,0.83885232,0.67783020,0.83333333
global_unbounded,18,16,0.42647059,0.31666667,0.65833333,79,120,0.34878597,0.24267995,0.61666667,0.48235294,0.36666667,0.68333333,-0.00589973,0.00843949,0.49166667,0.56806491,0.39330888,0.69166667
rubric_unbounded,1,16,0.52941176,0.38333333,0.69166667,83,120,0.23529412,0.10000000,0.55000000,0.21470588,0.16666667,0.58333333,0.13650393,0.12076147,0.52500000,0.65294118,0.41666667,0.70833333
rubric_unbounded,2,16,0.41176471,0.36666667,0.68333333,82,120,0.37647059,0.33333333,0.66666667,0.30000000,0.21666667,0.60833333,-0.18584152,-0.16035040,0.40833333,0.86176471,0.63333333,0.81666667
rubric_unbounded,3,16,0.30294118,0.20000000,0.60000000,72,120,0.16041211,0.09205101,0.54166667,0.00441501,0.02510482,0.50833333,0.11746489,0.08651809,0.33333333,0.43119953,0.32636269,0.65833333
rubric_unbounded,4,16,0.45294118,0.31666667,0.65833333,79,120,0.43235294,0.31666667,0.65833333,0.35467265,0.29288959,0.64166667,0.39914124,0.33946383,0.56666667,0.58615675,0.40337559,0.69166667
rubric_unbounded,5,16,-0.02058824,-0.03333333,0.48333333,58,120,0.54746152,0.44351853,0.71666667,-0.13978564,-0.10444659,0.40833333,0.20944044,0.14347141,0.55833333,0.18235294,0.13333333,0.56666667
rubric_unbounded,6,16,0.20000000,0.13333333,0.56666667,68,120,0.22352941,0.18333333,0.59166667,0.07352941,0.03333333,0.51666667,0.42214310,0.22037064,0.59166667,0.59411765,0.45000000,0.72500000
rubric_unbounded,7,16,0.45000000,0.36666667,0.68333333,82,120,0.53166479,0.40337559,0.69166667,0.21793472,0.19148542,0.55000000,0.64783693,0.55965658,0.66666667,0.43267120,0.30962614,0.65000000
rubric_unbounded,16,16,0.60294118,0.45000000,0.72500000,87,120,0.76379712,0.57741091,0.78333333,0.27098704,0.15126585,0.56666667,0.41974410,0.34262414,0.53333333,0.20882353,0.18333333,0.59166667
rubric_unbounded,17,16,0.82352941,0.66666667,0.83333333,100,120,0.45166359,0.35598334,0.65833333,0.66276039,0.47000967,0.68333333,0.68782756,0.52549922,0.74166667,0.71228864,0.46025507,0.72500000
rubric_unbounded,18,16,0.34411765,0.23333333,0.61666667,74,120,0.64900680,0.51046472,0.75000000,0.11470588,0.08333333,0.54166667,0.63717091,0.46417221,0.71666667,0.74172206,0.59414746,0.79166667
rubric_structure_unbounded,1,16,0.63235294,0.48333333,0.74166667,89,120,0.11764706,0.05000000,0.52500000,0.39411765,0.26666667,0.63333333,0.43006714,0.33195686,0.62500000,0.68823529,0.43333333,0.71666667
rubric_structure_unbounded,2,16,0.63529412,0.48333333,0.74166667,89,120,0.49411765,0.35000000,0.67500000,0.33235294,0.23333333,0.61666667,0.40708142,0.31226130,0.64166667,0.63823529,0.50000000,0.75000000
rubric_structure_unbounded,3,16,0.53823529,0.38333333,0.69166667,83,120,0.02796174,0.05857792,0.52500000,0.42531285,0.34309924,0.66666667,0.16932128,0.11616917,0.32500000,0.52244311,0.37657233,0.68333333
rubric_structure_unbounded,4,16,0.76176471,0.60000000,0.80000000,96,120,0.52058824,0.36666667,0.68333333,0.70345862,0.46025507,0.72500000,0.13509396,0.10092168,0.45833333,0.61561186,0.48741217,0.73333333
rubric_structure_unbounded,5,16,-0.09117647,-0.06666667,0.46666667,56,120,0.29580582,0.24267995,0.61666667,-0.16357895,-0.12185436,0.40000000,0.32448519,0.22786636,0.60000000,0.24117647,0.16666667,0.58333333
rubric_structure_unbounded,6,16,0.40000000,0.28333333,0.64166667,77,120,0.25882353,0.20000000,0.60000000,0.47941176,0.36666667,0.68333333,0.22730782,0.10170953,0.53333333,0.69411765,0.58333333,0.79166667
rubric_structure_unbounded,7,16,0.63529412,0.45000000,0.72500000,87,120,0.63770320,0.50421948,0.74166667,0.54632951,0.40037861,0.65000000,0.73994644,0.61470477,0.69166667,0.60632835,0.41004543,0.70000000
rubric_structure_unbounded,16,16,0.77941176,0.63333333,0.81666667,98,120,0.60338501,0.42678198,0.70833333,0.51988274,0.36976095,0.67500000,0.30977424,0.22841610,0.48333333,0.45588235,0.31666667,0.65833333
rubric_structure_unbounded,17,16,0.78823529,0.60000000,0.80000000,96,120,0.59779005,0.49159604,0.72500000,0.73739557,0.53964073,0.71666667,0.19778732,0.20341905,0.58333333,0.76085377,0.57741091,0.78333333
rubric_structure_unbounded,18,16,0.34411765,0.25000000,0.62500000,75,120,0.38116272,0.25941650,0.62500000,0.20588235,0.11666667,0.55833333,0.67601642,0.50849284,0.73333333,0.59013997,0.41004543,0.70000000
all_unbounded,1,16,0.62058824,0.46666667,0.73333333,88,120,0.33823529,0.25000000,0.62500000,0.65000000,0.50000000,0.75000000,-0.04896336,-0.01725164,0.45833333,0.61470588,0.38333333,0.69166667
all_unbounded,2,16,0.59117647,0.45000000,0.72500000,87,120,0.71470588,0.56666667,0.78333333,0.52058824,0.40000000,0.70000000,0.27728734,0.16035040,0.56666667,0.73529412,0.61666667,0.80833333
all_unbounded,3,16,0.48823529,0.35000000,0.67500000,81,120,0.13686538,0.12552411,0.55833333,0.55481987,0.42678198,0.70833333,0.14230192,0.11616917,0.32500000,0.64753513,0.52720127,0.75833333
all_unbounded,4,16,0.71176471,0.51666667,0.75833333,91,120,0.43235294,0.30000000,0.65000000,0.78292884,0.61088401,0.80000000,0.20264093,0.15596987,0.48333333,0.52577377,0.35295364,0.66666667
all_unbounded,5,16,0.02352941,0.00000000,0.50000000,60,120,0.24724069,0.15899721,0.57500000,0.05353493,0.01740777,0.46666667,,,0.02500000,0.12647059,0.06666667,0.53333333
all_unbounded,6,16,0.54117647,0.36666667,0.68333333,82,120,0.26176471,0.21666667,0.60833333,0.51470588,0.38333333,0.69166667,0.28782484,0.23732223,0.60000000,0.70588235,0.58333333,0.79166667
all_unbounded,7,16,0.64705882,0.45000000,0.72500000,87,120,0.62444839,0.48741217,0.73333333,0.47766515,0.34815531,0.62500000,0.73073549,0.59635537,0.68333333,0.67402520,0.49372817,0.74166667
all_unbounded,16,16,0.52647059,0.36666667,0.68333333,82,120,0.46210461,0.30962614,0.65000000,0.48453661,0.31933901,0.65000000,0.08209017,0.07613870,0.41666667,0.44117647,0.33333333,0.66666667
all_unbounded,17,16,0.88529412,0.73333333,0.86666667,104,120,0.59188595,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.75424868,0.57635398,0.76666667,0.83443731,0.64435710,0.81666667
all_unbounded,18,16,0.41764706,0.31666667,0.65833333,79,120,0.38557773,0.25941650,0.62500000,0.45294118,0.33333333,0.66666667,0.41888088,0.31226130,0.64166667,0.57983827,0.42678198,0.70833333
