model,reportId,n_documents,spearman,kendall,accuracy,pair_correct,pair_total,spearman_comprehensiveness,kendall_comprehensiveness,accuracy_comprehensiveness,spearman_insight,kendall_insight,accuracy_insight,spearman_instruction_following,kendall_instruction_following,accuracy_instruction_following,spearman_readability,kendall_readability,accuracy_readability
matched_full_selective,1,16,0.64117647,0.48333333,0.74166667,89,120,0.33823529,0.25000000,0.62500000,0.67058824,0.53333333,0.76666667,-0.04896336,-0.01725164,0.45833333,0.56470588,0.36666667,0.68333333
matched_full_selective,2,16,0.60294118,0.45000000,0.72500000,87,120,0.71470588,0.56666667,0.78333333,0.53235294,0.41666667,0.70833333,0.27728734,0.16035040,0.56666667,0.66764706,0.55000000,0.77500000
matched_full_selective,3,16,0.54411765,0.40000000,0.70000000,84,120,0.13686538,0.12552411,0.55833333,0.67991188,0.54393782,0.76666667,0.14230192,0.11616917,0.32500000,0.64164844,0.47699162,0.73333333
matched_full_selective,4,16,0.71176471,0.51666667,0.75833333,91,120,0.43235294,0.30000000,0.65000000,0.78587218,0.62762056,0.80833333,0.20264093,0.15596987,0.48333333,0.47717283,0.35295364,0.66666667
matched_full_selective,5,16,0.05000000,0.00000000,0.50000000,60,120,0.24724069,0.15899721,0.57500000,0.05204785,0.01740777,0.46666667,,,0.02500000,0.17352941,0.10000000,0.55000000
matched_full_selective,6,16,0.60000000,0.40000000,0.70000000,84,120,0.26176471,0.21666667,0.60833333,0.54411765,0.40000000,0.70000000,0.28782484,0.23732223,0.60000000,0.63235294,0.51666667,0.75833333
matched_full_selective,7,16,0.63529412,0.46666667,0.73333333,88,120,0.62444839,0.48741217,0.73333333,0.48363596,0.34815531,0.62500000,0.73073549,0.59635537,0.68333333,0.64312012,0.46025507,0.72500000
matched_full_selective,16,16,0.52941176,0.36666667,0.68333333,82,120,0.46210461,0.30962614,0.65000000,0.54786510,0.38656827,0.68333333,0.08209017,0.07613870,0.41666667,0.56470588,0.40000000,0.70000000
matched_full_selective,17,16,0.88823529,0.75000000,0.87500000,105,120,0.59188595,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.75424868,0.57635398,0.76666667,0.81236225,0.62762056,0.80833333
matched_full_selective,18,16,0.41176471,0.30000000,0.65000000,78,120,0.38557773,0.25941650,0.62500000,0.45294118,0.33333333,0.66666667,0.41888088,0.31226130,0.64166667,0.54451818,0.35983579,0.67500000
criterion_only_selective,1,16,0.59411765,0.41666667,0.70833333,85,120,0.40000000,0.26666667,0.63333333,0.67058824,0.53333333,0.76666667,0.04896336,0.01725164,0.47500000,0.56470588,0.36666667,0.68333333
criterion_only_selective,2,16,0.62058824,0.43333333,0.71666667,86,120,0.72941176,0.60000000,0.80000000,0.53235294,0.41666667,0.70833333,0.46017899,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
criterion_only_selective,3,16,0.53823529,0.38333333,0.69166667,83,120,0.06328184,0.04184137,0.51666667,0.67991188,0.54393782,0.76666667,0.16211612,0.13940301,0.33333333,0.64164844,0.47699162,0.73333333
criterion_only_selective,4,16,0.60000000,0.43333333,0.71666667,86,120,0.52058824,0.38333333,0.69166667,0.78587218,0.62762056,0.80833333,0.60178217,0.48625900,0.63333333,0.47717283,0.35295364,0.66666667
criterion_only_selective,5,16,0.07941176,0.01666667,0.50833333,61,120,0.08977192,0.04184137,0.51666667,0.05204785,0.01740777,0.46666667,0.46508634,0.37232577,0.64166667,0.17352941,0.10000000,0.55000000
criterion_only_selective,6,16,0.64117647,0.45000000,0.72500000,87,120,0.42352941,0.35000000,0.67500000,0.54411765,0.40000000,0.70000000,-0.19703617,-0.15759377,0.12500000,0.63235294,0.51666667,0.75833333
criterion_only_selective,7,16,0.65882353,0.41666667,0.70833333,85,120,0.55228337,0.42018290,0.70000000,0.48363596,0.34815531,0.62500000,0.71231359,0.52295779,0.65000000,0.64312012,0.46025507,0.72500000
criterion_only_selective,16,16,0.61764706,0.46666667,0.73333333,88,120,0.60044166,0.46025507,0.72500000,0.54786510,0.38656827,0.68333333,-0.15488712,-0.09517337,0.34166667,0.56470588,0.40000000,0.70000000
criterion_only_selective,17,16,0.89705882,0.75000000,0.87500000,105,120,0.70553986,0.59330557,0.77500000,0.80008912,0.60927180,0.75000000,0.72915626,0.52549922,0.74166667,0.81236225,0.62762056,0.80833333
criterion_only_selective,18,16,0.35294118,0.28333333,0.64166667,77,120,0.30463584,0.20920685,0.60000000,0.45294118,0.33333333,0.66666667,0.10324529,0.07595545,0.52500000,0.54451818,0.35983579,0.67500000
fixed_dimension_selective,1,16,0.62058824,0.46666667,0.73333333,88,120,0.40000000,0.26666667,0.63333333,0.67058824,0.53333333,0.76666667,-0.04896336,-0.01725164,0.45833333,0.56470588,0.36666667,0.68333333
fixed_dimension_selective,2,16,0.55882353,0.36666667,0.68333333,82,120,0.72941176,0.60000000,0.80000000,0.53235294,0.41666667,0.70833333,0.27728734,0.16035040,0.56666667,0.66764706,0.55000000,0.77500000
fixed_dimension_selective,3,16,0.49705882,0.35000000,0.67500000,81,120,0.06328184,0.04184137,0.51666667,0.67991188,0.54393782,0.76666667,0.14230192,0.11616917,0.32500000,0.64164844,0.47699162,0.73333333
fixed_dimension_selective,4,16,0.68235294,0.46666667,0.73333333,88,120,0.52058824,0.38333333,0.69166667,0.78587218,0.62762056,0.80833333,0.20264093,0.15596987,0.48333333,0.47717283,0.35295364,0.66666667
fixed_dimension_selective,5,16,0.05000000,0.00000000,0.50000000,60,120,0.08977192,0.04184137,0.51666667,0.05204785,0.01740777,0.46666667,,,0.02500000,0.17352941,0.10000000,0.55000000
fixed_dimension_selective,6,16,0.61176471,0.41666667,0.70833333,85,120,0.42352941,0.35000000,0.67500000,0.54411765,0.40000000,0.70000000,0.28782484,0.23732223,0.60000000,0.63235294,0.51666667,0.75833333
fixed_dimension_selective,7,16,0.64705882,0.48333333,0.74166667,89,120,0.55228337,0.42018290,0.70000000,0.48363596,0.34815531,0.62500000,0.73073549,0.59635537,0.68333333,0.64312012,0.46025507,0.72500000
fixed_dimension_selective,16,16,0.60294118,0.43333333,0.71666667,86,120,0.60044166,0.46025507,0.72500000,0.54786510,0.38656827,0.68333333,0.08209017,0.07613870,0.41666667,0.56470588,0.40000000,0.70000000
fixed_dimension_selective,17,16,0.89705882,0.75000000,0.87500000,105,120,0.70553986,0.59330557,0.77500000,0.80008912,0.60927180,0.75000000,0.75424868,0.57635398,0.76666667,0.81236225,0.62762056,0.80833333
fixed_dimension_selective,18,16,0.38823529,0.30000000,0.65000000,78,120,0.30463584,0.20920685,0.60000000,0.45294118,0.33333333,0.66666667,0.41888088,0.31226130,0.64166667,0.54451818,0.35983579,0.67500000
nested_query_selective,1,16,0.62058824,0.46666667,0.73333333,88,120,0.40000000,0.26666667,0.63333333,0.67058824,0.53333333,0.76666667,-0.04896336,-0.01725164,0.45833333,0.56470588,0.36666667,0.68333333
nested_query_selective,2,16,0.55882353,0.36666667,0.68333333,82,120,0.72941176,0.60000000,0.80000000,0.53235294,0.41666667,0.70833333,0.27728734,0.16035040,0.56666667,0.66764706,0.55000000,0.77500000
nested_query_selective,3,16,0.53823529,0.38333333,0.69166667,83,120,0.06328184,0.04184137,0.51666667,0.67991188,0.54393782,0.76666667,0.16211612,0.13940301,0.33333333,0.64164844,0.47699162,0.73333333
nested_query_selective,4,16,0.68235294,0.46666667,0.73333333,88,120,0.52058824,0.38333333,0.69166667,0.78587218,0.62762056,0.80833333,0.20264093,0.15596987,0.48333333,0.47717283,0.35295364,0.66666667
nested_query_selective,5,16,0.05000000,0.00000000,0.50000000,60,120,0.08977192,0.04184137,0.51666667,0.05204785,0.01740777,0.46666667,,,0.02500000,0.17352941,0.10000000,0.55000000
nested_query_selective,6,16,0.64117647,0.45000000,0.72500000,87,120,0.42352941,0.35000000,0.67500000,0.54411765,0.40000000,0.70000000,-0.19703617,-0.15759377,0.12500000,0.63235294,0.51666667,0.75833333
nested_query_selective,7,16,0.64705882,0.48333333,0.74166667,89,120,0.55228337,0.42018290,0.70000000,0.48363596,0.34815531,0.62500000,0.73073549,0.59635537,0.68333333,0.64312012,0.46025507,0.72500000
nested_query_selective,16,16,0.60294118,0.43333333,0.71666667,86,120,0.60044166,0.46025507,0.72500000,0.54786510,0.38656827,0.68333333,0.08209017,0.07613870,0.41666667,0.56470588,0.40000000,0.70000000
nested_query_selective,17,16,0.89705882,0.75000000,0.87500000,105,120,0.70553986,0.59330557,0.77500000,0.80008912,0.60927180,0.75000000,0.75424868,0.57635398,0.76666667,0.81236225,0.62762056,0.80833333
nested_query_selective,18,16,0.35294118,0.28333333,0.64166667,77,120,0.30463584,0.20920685,0.60000000,0.45294118,0.33333333,0.66666667,0.10324529,0.07595545,0.52500000,0.54451818,0.35983579,0.67500000
